EstacaoCodigo;NivelConsistencia;Data;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
60855000;2;01/05/1979;1;1;"53,042";"29,311";"35,381";5;23;1;1;1;;0;"37,112";"39,601";"39,601";"37,934";"53,042";"44,78";"39,601";"37,934";"37,934";"37,934";"37,934";"36,298";"35,491";"33,899";"33,899";"33,115";"31,57";"31,57";"30,809";"30,056";"30,056";"30,056";"29,311";"29,311";"29,311";"29,311";"29,311";"29,311";"35,491";"40,446";"44,78";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/04/1979;1;1;"107,812";"33,899";"47,846";5;30;1;1;1;;0;"46,565";"45,669";"43,898";"52,095";"107,812";"82,375";"70,211";"67,036";"65,991";"57,882";"51,155";"47,469";"46,565";"44,78";"42,157";"42,157";"42,157";"39,601";"38,764";"38,764";"37,934";"37,934";"37,934";"36,298";"36,298";"36,298";"36,298";"34,691";"34,691";"33,899";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/03/1979;1;1;"193,909";"46,565";"69,138";15;30;1;1;1;;0;"68,088";"76,745";"59,868";"56,9";"55,925";"54,957";"54,957";"55,925";"82,375";"55,925";"54,957";"55,925";"81,236";"82,375";"193,909";"111,677";"80,103";"71,283";"80,103";"71,283";"65,991";"65,991";"71,283";"69,146";"60,871";"55,925";"56,9";"51,155";"48,38";"46,565";"46,565";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/02/1979;1;1;"233,488";"70,211";"110,421";16;12;1;1;1;;0;"94,131";"126,57";"121,126";"97,785";"94,131";"76,745";"71,283";"100,253";"81,236";"71,283";"71,283";"70,211";"71,283";"106,536";"158,977";"233,488";"119,33";"145,318";"112,978";"189,673";"162,959";"106,536";"162,959";"139,598";"83,521";"76,745";"75,64";"70,211";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
60855000;2;01/01/1979;1;1;"139,598";"69,146";"89,547";25;10;1;1;1;;0;"74,54";"71,283";"74,54";"78,977";"80,103";"82,375";"101,497";"80,103";"76,745";"69,146";"71,283";"104,004";"117,544";"126,57";"76,745";"76,745";"76,745";"74,54";"71,283";"88,171";"82,375";"104,004";"76,745";"76,745";"139,598";"137,71";"107,812";"88,171";"102,747";"96,56";"90,535";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/12/1978;1;1;"145,318";"43,024";"76,693";15;4;2;2;2;;0;"55,925";"55,925";"51,155";"43,024";"51,155";"51,155";"71,283";"81,236";"94,131";"91,728";"106,536";"112,978";"86,999";"88,171";"145,318";"97,785";"94,131";"90,535";"74,54";"69,146";"65,991";"63,922";"88,171";"109,094";"59,868";"52,095";"59,868";"69,146";"59,868";"59,868";"76,745";1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/11/1978;1;1;"149,176";"27,844";"58,655";12;1;1;1;1;;0;"27,844";"28,573";"34,691";"37,934";"50,223";"51,155";"40,446";"34,691";"29,311";"30,056";"60,871";"149,176";"100,253";"76,745";"76,745";"69,146";"71,283";"65,991";"69,146";"50,223";"43,898";"38,764";"36,298";"33,899";"55,925";"71,283";"71,283";"91,728";"92,926";"69,146";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/10/1978;1;1;"78,977";"14,964";"30,861";20;8;1;1;1;;0;"17,87";"17,272";"16,101";"16,101";"16,101";"15,528";"15,528";"14,964";"14,964";"15,528";"16,101";"16,682";"16,682";"22,295";"22,96";"33,115";"23,634";"26,408";"53,042";"78,977";"74,54";"75,64";"53,996";"45,669";"36,298";"30,056";"29,311";"44,78";"30,056";"28,573";"37,934";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/09/1978;1;1;"37,112";"17,87";"24,074";8;29;1;1;1;;0;"22,295";"22,295";"22,295";"22,96";"22,96";"25,005";"31,57";"37,112";"33,115";"30,056";"30,056";"30,056";"26,408";"24,315";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,295";"20,989";"19,093";"18,477";"18,477";"17,87";"17,87";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/08/1978;1;1;"26,408";"22,295";"23,14";1;27;1;1;1;;0;"26,408";"25,703";"24,315";"23,634";"23,634";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,295";"22,295";"22,295";"22,295";"22,295";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/07/1978;1;1;"37,934";"26,408";"31,062";18;15;1;1;1;;0;"31,57";"31,57";"31,57";"30,809";"30,056";"30,056";"30,056";"30,056";"30,056";"29,311";"29,311";"28,573";"27,844";"27,122";"26,408";"31,57";"34,691";"37,934";"37,112";"36,298";"34,691";"34,691";"34,691";"32,339";"30,809";"30,809";"30,056";"29,311";"28,573";"27,844";"27,122";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/06/1978;1;1;"75,64";"31,57";"44,797";1;29;1;1;1;;0;"75,64";"69,146";"56,9";"55,925";"53,996";"47,469";"46,565";"43,898";"63,922";"65,991";"54,957";"49,298";"46,565";"45,669";"42,157";"39,601";"37,934";"37,934";"37,934";"37,934";"37,934";"34,691";"33,899";"33,115";"33,115";"33,115";"33,115";"32,339";"31,57";"31,57";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/05/1978;1;1;"86,999";"30,056";"46,082";31;13;1;1;1;;0;"39,601";"37,934";"37,934";"37,112";"37,112";"36,298";"34,691";"34,691";"34,691";"33,115";"30,809";"30,809";"30,056";"30,056";"30,056";"30,056";"38,764";"45,669";"45,669";"42,157";"69,146";"80,103";"67,036";"53,996";"47,469";"46,565";"43,898";"74,54";"70,211";"71,283";"86,999";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/04/1978;1;1;"86,999";"42,157";"52,517";3;30;1;1;1;;0;"46,565";"49,298";"86,999";"64,953";"65,991";"56,9";"52,095";"46,565";"46,565";"44,78";"44,78";"44,78";"44,78";"44,78";"44,78";"49,298";"47,469";"60,871";"55,925";"50,223";"58,871";"61,881";"68,088";"55,925";"51,155";"49,298";"48,38";"46,565";"44,78";"42,157";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/03/1978;1;1;"158,977";"46,565";"69,581";8;24;1;1;1;;0;"76,745";"71,283";"69,146";"71,283";"75,64";"76,745";"74,54";"158,977";"109,094";"109,094";"101,497";"86,999";"76,745";"76,745";"73,448";"65,991";"65,991";"60,871";"55,925";"63,922";"55,925";"53,042";"49,298";"46,565";"46,565";"46,565";"46,565";"46,565";"46,565";"46,565";"52,095";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/02/1978;1;1;"292,626";"55,925";"87,2";18;4;1;1;1;;0;"65,991";"64,953";"59,868";"55,925";"63,922";"60,871";"86,999";"91,728";"82,375";"73,448";"65,991";"65,991";"71,283";"65,991";"59,868";"62,898";"119,33";"292,626";"139,598";"88,171";"82,375";"88,171";"94,131";"100,253";"83,521";"73,448";"77,858";"104,004";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
60855000;2;01/01/1978;1;1;"404,875";"65,991";"147,431";14;31;1;1;1;;0;"88,171";"77,858";"285,283";"235,762";"155,031";"128,404";"112,978";"124,746";"143,403";"111,677";"189,673";"287,723";"275,595";"404,875";"211,179";"211,179";"233,488";"185,471";"121,126";"104,004";"97,785";"94,131";"88,171";"81,236";"76,745";"71,283";"71,283";"83,521";"82,375";"70,211";"65,991";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/12/1977;1;1;"275,595";"49,298";"112,651";24;18;1;1;1;;0;"244,936";"168,996";"105,267";"89,35";"100,253";"85,833";"82,375";"112,978";"88,171";"145,318";"96,56";"91,728";"74,54";"63,922";"60,871";"55,925";"53,042";"49,298";"80,103";"91,728";"94,131";"83,521";"115,767";"275,595";"211,179";"211,179";"233,488";"99,016";"82,375";"73,448";"71,283";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/11/1977;1;1;"177,166";"22,295";"56,819";30;12;1;1;1;;0;"45,669";"39,601";"37,112";"33,899";"30,056";"25,703";"85,833";"44,78";"28,573";"22,96";"22,96";"22,295";"22,96";"29,311";"43,024";"41,298";"74,54";"54,957";"74,54";"85,833";"78,977";"56,9";"44,78";"41,298";"74,54";"81,236";"88,171";"95,342";"100,253";"177,166";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/10/1977;1;1;"100,253";"16,101";"30,154";29;24;1;1;1;;0;"20,989";"28,573";"42,157";"36,298";"37,112";"29,311";"24,315";"22,96";"22,295";"21,638";"23,634";"26,408";"26,408";"26,408";"25,703";"25,703";"25,005";"25,005";"25,005";"25,703";"30,056";"19,093";"16,682";"16,101";"17,272";"18,477";"19,716";"22,96";"100,253";"82,375";"51,155";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/09/1977;1;1;"51,155";"19,093";"26,207";8;30;1;1;1;;0;"25,005";"35,491";"37,934";"33,115";"30,056";"27,844";"37,934";"51,155";"37,934";"33,115";"30,056";"26,408";"23,634";"21,638";"19,716";"19,716";"19,716";"19,716";"19,716";"19,716";"19,716";"21,638";"23,634";"22,295";"21,638";"22,96";"22,96";"22,295";"20,349";"19,093";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/08/1977;1;1;"22,96";"18,477";"21,413";1;26;1;1;1;;0;"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,295";"21,638";"22,295";"21,638";"20,989";"20,989";"20,989";"20,989";"19,716";"19,716";"19,716";"19,093";"19,093";"18,477";"18,477";"18,477";"19,093";"21,638";"22,96";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/07/1977;1;1;"33,899";"22,96";"27,814";1;28;1;1;1;;0;"33,899";"30,809";"30,056";"30,056";"30,056";"30,056";"30,056";"30,056";"30,056";"30,056";"30,056";"30,056";"30,056";"30,056";"29,311";"28,573";"28,573";"27,844";"26,408";"26,408";"26,408";"26,408";"26,408";"26,408";"25,005";"23,634";"23,634";"22,96";"22,96";"22,96";"22,96";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/06/1977;1;1;"63,922";"33,899";"43,874";5;30;1;1;1;;0;"37,934";"37,934";"60,871";"55,925";"63,922";"61,881";"59,868";"47,469";"46,565";"42,157";"41,298";"39,601";"39,601";"40,446";"38,764";"53,996";"50,223";"45,669";"41,298";"37,934";"37,934";"37,934";"37,934";"37,934";"37,934";"37,934";"38,764";"36,298";"36,298";"33,899";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/05/1977;1;1;"58,871";"37,934";"45,769";17;31;1;1;1;;0;"51,155";"50,223";"49,298";"49,298";"49,298";"46,565";"46,565";"46,565";"47,469";"51,155";"47,469";"46,565";"45,669";"44,78";"44,78";"48,38";"58,871";"53,996";"47,469";"44,78";"43,898";"43,898";"42,157";"41,298";"40,446";"40,446";"39,601";"39,601";"39,601";"39,601";"37,934";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/04/1977;1;1;"275,595";"54,957";"87,166";5;30;1;1;1;;0;"74,54";"78,977";"77,858";"185,471";"275,595";"200,324";"139,598";"104,004";"88,171";"78,977";"76,745";"67,036";"65,991";"60,871";"59,868";"55,925";"55,925";"55,925";"65,991";"94,131";"76,745";"73,448";"70,211";"67,036";"65,991";"64,953";"63,922";"59,868";"55,925";"54,957";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/03/1977;1;1;"121,126";"47,469";"68,576";22;13;1;1;1;;0;"65,991";"71,283";"91,728";"83,521";"71,283";"67,036";"63,922";"58,871";"58,871";"65,991";"58,871";"51,155";"47,469";"55,925";"51,155";"49,298";"51,155";"48,38";"71,283";"60,871";"76,745";"121,126";"82,375";"82,375";"85,833";"80,103";"69,146";"63,922";"59,868";"64,953";"95,342";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/02/1977;1;1;"256,577";"56,9";"86,854";1;22;1;1;1;;0;"256,577";"147,243";"121,126";"133,96";"106,536";"104,004";"91,728";"97,785";"81,236";"76,745";"74,54";"71,283";"68,088";"65,991";"65,991";"64,953";"64,953";"63,922";"63,922";"60,871";"59,868";"56,9";"58,871";"65,991";"69,146";"82,375";"88,171";"69,146";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
60855000;2;01/01/1977;1;1;"438,438";"55,925";"145,718";22;14;1;1;1;;0;"76,745";"82,375";"91,728";"84,674";"80,103";"91,728";"88,171";"135,83";"91,728";"76,745";"71,283";"65,991";"63,922";"55,925";"97,785";"69,146";"76,745";"85,833";"80,103";"222,235";"356,329";"438,438";"404,875";"280,424";"244,936";"200,324";"187,568";"139,598";"117,544";"106,536";"251,898";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/12/1976;1;1;"242,631";"49,298";"106,388";12;8;1;1;1;;0;"69,146";"88,171";"81,236";"69,146";"65,991";"63,922";"55,925";"49,298";"92,926";"65,991";"139,598";"242,631";"222,235";"151,119";"126,57";"126,57";"164,963";"179,229";"121,126";"94,131";"104,004";"101,497";"102,747";"107,812";"110,382";"94,131";"85,833";"76,745";"76,745";"82,375";"85,833";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/11/1976;1;1;"233,488";"33,899";"79,299";27;5;2;2;2;;0;"46,565";"51,155";"42,157";"37,112";"33,899";"46,565";"42,157";"42,157";"37,934";"55,925";"53,996";"62,898";"63,922";"69,146";"55,925";"58,871";"78,977";"70,211";"65,991";"121,126";"196,039";"175,111";"85,833";"64,953";"69,146";"130,247";"233,488";"124,746";"88,171";"74,54";;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/10/1976;1;1;"100,253";"24,315";"50,425";21;18;1;1;1;;0;"42,157";"37,934";"37,934";"33,899";"30,056";"32,339";"33,899";"33,899";"46,565";"76,745";"65,991";"49,298";"42,157";"37,934";"33,899";"30,809";"26,408";"24,315";"32,339";"88,171";"100,253";"69,146";"58,871";"49,298";"60,871";"80,103";"80,103";"55,925";"46,565";"71,283";"53,996";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/09/1976;1;1;"106,536";"19,716";"42,931";16;3;1;1;1;;0;"20,989";"20,349";"19,716";"19,716";"19,716";"19,716";"20,989";"22,96";"24,315";"23,634";"22,295";"20,989";"19,716";"21,638";"94,131";"106,536";"80,103";"74,54";"69,146";"55,925";"51,155";"63,922";"60,871";"49,298";"41,298";"37,934";"42,157";"60,871";"53,996";"49,298";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/08/1976;1;1;"41,298";"21,638";"25,418";18;30;1;1;1;;0;"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"22,96";"28,573";"33,899";"33,899";"41,298";"32,339";"26,408";"26,408";"30,056";"26,408";"26,408";"25,005";"24,315";"22,96";"22,96";"22,295";"21,638";"21,638";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/07/1976;1;1;"40,446";"22,96";"29,957";5;31;1;1;1;;0;"30,056";"30,056";"33,899";"36,298";"40,446";"38,764";"37,934";"35,491";"33,899";"33,899";"30,809";"31,57";"31,57";"30,809";"30,809";"30,056";"28,573";"28,573";"27,844";"27,844";"27,844";"27,122";"27,122";"26,408";"26,408";"25,005";"25,005";"24,315";"23,634";"23,634";"22,96";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/06/1976;1;1;"56,9";"31,57";"39,861";1;30;1;1;1;;0;"56,9";"52,095";"48,38";"44,78";"42,157";"45,669";"44,78";"44,78";"43,898";"43,024";"42,157";"41,298";"40,446";"38,764";"38,764";"37,934";"37,934";"37,934";"37,934";"36,298";"36,298";"36,298";"34,691";"34,691";"33,899";"33,115";"33,115";"33,899";"32,339";"31,57";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/05/1976;1;1;"80,103";"45,669";"52,275";10;23;1;1;1;;0;"50,223";"49,298";"52,095";"60,871";"56,9";"54,957";"50,223";"47,469";"69,146";"80,103";"63,922";"52,095";"49,298";"47,469";"46,565";"46,565";"47,469";"48,38";"48,38";"50,223";"59,868";"56,9";"45,669";"47,469";"47,469";"45,669";"45,669";"47,469";"47,469";"49,298";"55,925";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/04/1976;1;1;"222,235";"47,469";"83,971";13;29;1;1;1;;0;"88,171";"81,236";"74,54";"65,991";"63,922";"58,871";"62,898";"75,64";"88,171";"86,999";"94,131";"135,83";"222,235";"200,324";"147,243";"99,016";"85,833";"81,236";"75,64";"65,991";"64,953";"60,871";"61,881";"56,9";"58,871";"57,882";"55,925";"50,223";"47,469";"50,223";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/03/1976;1;1;"292,626";"69,146";"129,731";24;12;1;1;1;;0;"119,33";"114,285";"117,544";"96,56";"74,54";"70,211";"75,64";"78,977";"80,103";"85,833";"73,448";"69,146";"71,283";"77,858";"78,977";"86,999";"179,229";"158,977";"99,016";"94,131";"110,382";"95,342";"220,008";"292,626";"226,712";"268,407";"275,595";"217,788";"166,975";"149,176";"96,56";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/02/1976;1;1;"508,342";"55,925";"161,936";28;1;1;1;1;;0;"55,925";"91,728";"268,407";"256,577";"139,598";"185,471";"242,631";"222,235";"185,471";"115,767";"89,35";"75,64";"67,036";"65,991";"67,036";"90,535";"107,812";"90,535";"83,521";"86,999";"81,236";"81,236";"99,016";"126,57";"202,479";"278,006";"415,957";"508,342";"315,048";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
60855000;2;01/01/1976;1;1;"263,652";"38,764";"82,44";5;20;2;2;2;;0;"71,283";"88,171";"145,318";"105,267";"263,652";"110,382";"84,674";"213,374";"99,016";"76,745";"76,745";"80,103";"61,881";"52,095";"61,881";"69,146";"65,991";"45,669";"39,601";"38,764";"61,881";"59,868";"72,362";"53,042";"44,78";"39,601";"75,64";"67,036";"75,64";"85,833";"70,211";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1
60855000;2;01/12/1975;1;1;"139,598";"29,311";"60,286";2;22;1;1;1;;0;"90,535";"139,598";"86,999";"70,211";"67,036";"52,095";"43,898";"52,095";"54,957";"53,042";"41,298";"40,446";"55,925";"53,996";"59,868";"37,934";"39,601";"37,112";"34,691";"36,298";"33,115";"29,311";"37,112";"58,871";"43,898";"49,298";"100,253";"130,247";"90,535";"84,674";"63,922";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/11/1975;1;1;"155,031";"17,272";"49,223";27;6;1;1;1;;0;"22,295";"33,115";"33,115";"22,295";"19,093";"17,272";"30,056";"37,934";"34,691";"32,339";"30,809";"37,934";"37,112";"33,115";"28,573";"23,634";"22,96";"33,115";"85,833";"60,871";"51,155";"53,042";"60,871";"47,469";"70,211";"99,016";"155,031";"97,785";"85,833";"80,103";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/10/1975;1;1;"40,446";"13,325";"19,446";20;10;1;1;1;;0;"17,272";"16,101";"14,964";"13,863";"19,093";"18,477";"17,272";"16,682";"14,964";"13,325";"13,325";"25,703";"14,964";"16,682";"14,964";"13,325";"14,964";"22,96";"33,115";"40,446";"33,899";"27,844";"24,315";"22,295";"20,349";"17,87";"17,272";"16,682";"15,528";"13,325";"20,989";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/09/1975;1;1;"22,295";"11,131";"13,78";28;23;1;1;1;;0;"14,964";"14,964";"14,964";"14,964";"14,964";"14,409";"14,409";"14,409";"13,863";"13,863";"13,863";"13,863";"13,325";"13,325";"12,72";"12,72";"12,315";"11,915";"11,915";"11,521";"11,521";"11,521";"11,131";"11,131";"11,131";"11,131";"13,325";"22,295";"19,093";"17,87";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/08/1975;1;1;"21,638";"14,964";"18,301";1;31;1;1;1;;0;"21,638";"21,638";"21,638";"21,638";"21,638";"20,989";"20,349";"20,349";"20,349";"20,349";"19,716";"19,716";"19,093";"18,477";"18,477";"18,477";"17,87";"17,272";"17,272";"17,272";"16,682";"16,101";"16,101";"16,101";"15,528";"15,528";"15,528";"15,528";"15,528";"15,528";"14,964";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/07/1975;1;1;"32,339";"21,638";"26,061";5;29;1;1;1;;0;"25,005";"25,005";"25,703";"31,57";"32,339";"32,339";"32,339";"31,57";"30,809";"30,809";"30,056";"28,573";"26,408";"25,005";"23,634";"22,96";"22,96";"23,634";"22,96";"23,634";"27,844";"27,844";"27,844";"22,96";"22,295";"22,295";"22,295";"22,295";"21,638";"21,638";"21,638";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/06/1975;1;1;"30,056";"25,005";"27,478";1;28;1;1;1;;0;"30,056";"30,056";"30,056";"29,311";"29,311";"29,311";"29,311";"29,311";"28,573";"28,573";"27,844";"27,844";"27,844";"27,844";"27,844";"27,122";"27,122";"27,122";"27,122";"26,408";"26,408";"26,408";"25,703";"25,703";"25,703";"25,703";"25,703";"25,005";"25,005";"25,005";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/05/1975;1;1;"53,042";"30,056";"39,368";4;29;1;1;1;;0;"44,78";"43,024";"52,095";"53,042";"48,38";"47,469";"46,565";"44,78";"45,669";"45,669";"44,78";"44,78";"43,898";"42,157";"40,446";"38,764";"37,934";"36,298";"34,691";"33,899";"33,115";"34,691";"33,899";"33,115";"32,339";"31,57";"31,57";"30,809";"30,056";"30,056";"30,056";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/04/1975;1;1;"603,907";"43,898";"98,908";11;8;1;1;1;;0;"94,131";"179,229";"97,785";"82,375";"58,871";"50,223";"47,469";"43,898";"149,176";"85,833";"603,907";"196,039";"110,382";"97,785";"74,54";"149,176";"88,171";"76,745";"69,146";"67,036";"64,953";"62,898";"59,868";"56,9";"54,957";"53,996";"51,155";"46,565";"47,469";"46,565";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/03/1975;1;1;"69,146";"37,112";"51,634";27;14;1;1;1;;0;"65,991";"62,898";"58,871";"51,155";"48,38";"42,157";"40,446";"54,957";"54,957";"44,78";"40,446";"38,764";"37,934";"37,112";"37,112";"37,934";"56,9";"45,669";"58,871";"53,996";"49,298";"48,38";"58,871";"50,223";"50,223";"68,088";"69,146";"64,953";"55,925";"50,223";"65,991";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
